Day,FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key
03-29-2020,,,,Iraq,3/29/20 23:08,33.223191,43.679291,547,42,143,362,Iraq
03-29-2020,,,,Ireland,3/29/20 23:08,53.1424,-7.6921,2615,46,5,2564,Ireland
03-29-2020,,,,Israel,3/29/20 23:08,31.046051,34.851612,4247,15,132,4100,Israel
03-29-2020,,,,Italy,3/29/20 23:08,41.87194,12.56738,97689,10779,13030,73880,Italy
03-29-2020,,,,Jamaica,3/29/20 23:08,18.1096,-77.2975,32,1,2,29,Jamaica
03-29-2020,,,,Japan,3/29/20 23:08,36.204824,138.252924,1866,54,424,1388,Japan
03-29-2020,,,,Jordan,3/29/20 23:08,31.24,36.51,259,3,18,238,Jordan
03-29-2020,,,,Kazakhstan,3/29/20 23:08,48.0196,66.9237,284,1,20,263,Kazakhstan
03-29-2020,,,,Kenya,3/29/20 23:08,-0.0236,37.9062,42,1,1,40,Kenya
03-29-2020,,,,"Korea, South",3/29/20 23:08,35.907757,127.766922,9583,152,5033,4398,"Korea, South"
03-29-2020,,,,Kosovo,3/29/20 23:08,42.602636,20.902977,94,1,1,92,Kosovo
03-29-2020,,,,Kuwait,3/29/20 23:08,29.31166,47.481766,255,0,67,188,Kuwait
03-29-2020,,,,Kyrgyzstan,3/29/20 23:08,41.20438,74.766098,84,0,0,84,Kyrgyzstan
03-29-2020,,,,Laos,3/29/20 23:08,19.85627,102.495496,8,0,0,8,Laos
03-29-2020,,,,Latvia,3/29/20 23:08,56.8796,24.6032,347,0,1,346,Latvia
03-29-2020,,,,Lebanon,3/29/20 23:08,33.8547,35.8623,438,10,30,398,Lebanon
03-29-2020,,,,Liberia,3/29/20 23:08,6.428055,-9.429499,3,0,0,3,Liberia
03-29-2020,,,,Libya,3/29/20 23:08,26.3351,17.228331,8,0,0,8,Libya
03-29-2020,,,,Liechtenstein,3/29/20 23:08,47.14,9.55,56,0,0,56,Liechtenstein
03-29-2020,,,,Lithuania,3/29/20 23:08,55.1694,23.8813,460,7,1,452,Lithuania
03-29-2020,,,,Luxembourg,3/29/20 23:08,49.8153,6.1296,1950,21,40,1889,Luxembourg
03-29-2020,,,,MS Zaandam,3/29/20 23:08,0,0,2,0,0,2,",,MS Zaandam"
03-29-2020,,,,Madagascar,3/29/20 23:08,-18.766947,46.869107,39,0,0,39,Madagascar
03-29-2020,,,,Malaysia,3/29/20 23:08,4.210484,101.975766,2470,35,388,2047,Malaysia
03-29-2020,,,,Maldives,3/29/20 23:08,3.2028,73.2207,17,0,13,4,Maldives
03-29-2020,,,,Mali,3/29/20 23:08,17.570692,-3.996166,18,1,0,17,Mali
03-29-2020,,,,Malta,3/29/20 23:08,35.9375,14.3754,151,0,2,149,Malta
03-29-2020,,,,Mauritania,3/29/20 23:08,21.0079,-10.9408,5,0,2,3,",,Mauritania"
03-29-2020,,,,Mauritius,3/29/20 23:08,-20.348404,57.552152,107,3,0,104,Mauritius
03-29-2020,,,,Mexico,3/29/20 23:08,23.6345,-102.5528,848,16,4,828,Mexico
03-29-2020,,,,Moldova,3/29/20 23:08,47.4116,28.3699,263,2,2,259,Moldova
03-29-2020,,,,Monaco,3/29/20 23:08,43.7333,7.4167,46,1,1,44,Monaco
03-29-2020,,,,Mongolia,3/29/20 23:08,46.8625,103.8467,12,0,0,12,Mongolia
03-29-2020,,,,Montenegro,3/29/20 23:08,42.708678,19.37439,85,1,0,84,Montenegro
03-29-2020,,,,Morocco,3/29/20 23:08,31.7917,-7.0926,479,26,13,440,Morocco
03-29-2020,,,,Mozambique,3/29/20 23:08,-18.665695,35.529562,8,0,0,8,Mozambique
03-29-2020,,,,Namibia,3/29/20 23:08,-22.9576,18.4904,11,0,2,9,Namibia
03-29-2020,,,,Nepal,3/29/20 23:08,28.1667,84.25,5,0,1,4,Nepal
03-29-2020,,,,Netherlands,3/29/20 23:08,52.1326,5.2913,10866,771,250,9845,Netherlands
03-29-2020,,,,New Zealand,3/29/20 23:08,-40.9006,174.886,514,1,56,457,New Zealand
03-29-2020,,,,Nicaragua,3/29/20 23:08,12.865416,-85.207229,4,1,0,3,Nicaragua
03-29-2020,,,,Niger,3/29/20 23:08,17.607789,8.081666,18,1,0,17,Niger
03-29-2020,,,,Nigeria,3/29/20 23:08,9.082,8.6753,111,1,3,107,Nigeria
03-29-2020,,,,North Macedonia,3/29/20 23:08,41.6086,21.7453,259,6,3,250,North Macedonia
03-29-2020,,,,Norway,3/29/20 23:08,60.472,8.4689,4284,25,7,4252,Norway
03-29-2020,,,,Oman,3/29/20 23:08,21.512583,55.923255,167,0,23,144,Oman
03-29-2020,,,,Pakistan,3/29/20 23:08,30.3753,69.3451,1597,14,29,1554,Pakistan
03-29-2020,,,,Panama,3/29/20 23:08,8.538,-80.7821,901,17,4,880,Panama
03-29-2020,,,,Papua New Guinea,3/29/20 23:08,-6.314993,143.95555,1,0,0,1,Papua New Guinea
03-29-2020,,,,Paraguay,3/29/20 23:08,-23.4425,-58.4438,59,3,1,55,Paraguay
03-29-2020,,,,Peru,3/29/20 23:08,-9.19,-75.0152,852,18,16,818,Peru
03-29-2020,,,,Philippines,3/29/20 23:08,12.879721,121.774017,1418,71,42,1305,Philippines
03-29-2020,,,,Poland,3/29/20 23:08,51.9194,19.1451,1862,22,7,1833,Poland
03-29-2020,,,,Portugal,3/29/20 23:08,39.3999,-8.2245,5962,119,43,5800,Portugal
03-29-2020,,,,Qatar,3/29/20 23:08,25.3548,51.1839,634,1,48,585,Qatar
03-29-2020,,,,Romania,3/29/20 23:08,45.9432,24.9668,1815,43,206,1566,Romania
03-29-2020,,,,Russia,3/29/20 23:08,61.52401,105.318756,1534,8,64,1462,Russia
03-29-2020,,,,Rwanda,3/29/20 23:08,-1.9403,29.8739,70,0,0,70,Rwanda
03-29-2020,,,,Saint Kitts and Nevis,3/29/20 23:08,17.357822,-62.782998,2,0,0,2,Saint Kitts and Nevis
03-29-2020,,,,Saint Lucia,3/29/20 23:08,13.9094,-60.9789,9,0,1,8,Saint Lucia
03-29-2020,,,,Saint Vincent and the Grenadines,3/29/20 23:08,12.9843,-61.2872,1,0,1,0,Saint Vincent and the Grenadines
03-29-2020,,,,San Marino,3/29/20 23:08,43.9424,12.4578,224,22,6,196,San Marino
03-29-2020,,,,Saudi Arabia,3/29/20 23:08,23.885942,45.079162,1299,8,66,1225,Saudi Arabia
03-29-2020,,,,Senegal,3/29/20 23:08,14.4974,-14.4524,142,0,27,115,Senegal
03-29-2020,,,,Serbia,3/29/20 23:08,44.0165,21.0059,741,13,0,728,Serbia
03-29-2020,,,,Seychelles,3/29/20 23:08,-4.6796,55.492,8,0,0,8,Seychelles
03-29-2020,,,,Singapore,3/29/20 23:08,1.2833,103.8333,844,3,212,629,Singapore
03-29-2020,,,,Slovakia,3/29/20 23:08,48.669,19.699,314,0,2,312,Slovakia
03-29-2020,,,,Slovenia,3/29/20 23:08,46.1512,14.9955,730,11,10,709,Slovenia
03-29-2020,,,,Somalia,3/29/20 23:08,5.152149,46.199616,3,0,0,3,Somalia
03-29-2020,,,,South Africa,3/29/20 23:08,-30.5595,22.9375,1280,2,31,1247,South Africa
03-29-2020,,,,Spain,3/29/20 23:08,40.463667,-3.74922,80110,6803,14709,58598,Spain
03-29-2020,,,,Sri Lanka,3/29/20 23:08,7.873054,80.771797,117,1,11,105,Sri Lanka
03-29-2020,,,,Sudan,3/29/20 23:08,12.8628,30.2176,6,1,0,5,Sudan
03-29-2020,,,,Suriname,3/29/20 23:08,3.9193,-56.0278,8,0,0,8,Suriname
03-29-2020,,,,Sweden,3/29/20 23:08,60.128161,18.643501,3700,110,16,3574,Sweden
03-29-2020,,,,Switzerland,3/29/20 23:08,46.8182,8.2275,14829,300,1595,12934,Switzerland
03-29-2020,,,,Syria,3/29/20 23:08,34.802075,38.996815,9,1,0,8,Syria
03-29-2020,,,,Taiwan*,3/29/20 8:04,23.7,121,298,2,30,266,Taiwan*
03-29-2020,,,,Tanzania,3/29/20 23:08,-6.369028,34.888822,14,0,1,13,Tanzania
03-29-2020,,,,Thailand,3/29/20 23:08,15.870032,100.992541,1388,7,97,1284,Thailand
03-29-2020,,,,Timor-Leste,3/29/20 23:08,-8.874217,125.727539,1,0,0,1,Timor-Leste
03-29-2020,,,,Togo,3/29/20 23:08,8.6195,0.8248,25,1,1,23,Togo
03-29-2020,,,,Trinidad and Tobago,3/29/20 23:08,10.6918,-61.2225,78,3,1,74,Trinidad and Tobago
03-29-2020,,,,Tunisia,3/29/20 23:08,33.886917,9.537499,312,8,2,302,Tunisia
03-29-2020,,,,Turkey,3/29/20 23:08,38.9637,35.2433,9217,131,105,8981,Turkey
03-29-2020,,,,Uganda,3/29/20 23:08,1.373333,32.290275,33,0,0,33,Uganda
03-29-2020,,,,Ukraine,3/29/20 23:08,48.3794,31.1656,475,10,6,459,Ukraine
03-29-2020,,,,United Arab Emirates,3/29/20 23:08,23.424076,53.847818,570,3,58,509,United Arab Emirates
03-29-2020,,,,United Kingdom,3/29/20 23:08,55.3781,-3.436,19522,1228,135,18159,United Kingdom
03-29-2020,,,,Uruguay,3/29/20 23:08,-32.5228,-55.7658,304,1,0,303,Uruguay
03-29-2020,,,,Uzbekistan,3/29/20 23:08,41.377491,64.585262,144,2,7,135,Uzbekistan
03-29-2020,,,,Venezuela,3/29/20 23:08,6.4238,-66.5897,119,2,39,78,Venezuela
03-29-2020,,,,Vietnam,3/29/20 23:08,14.058324,108.277199,188,0,25,163,Vietnam
03-29-2020,,,,West Bank and Gaza,3/29/20 23:08,31.9522,35.2332,109,1,18,90,West Bank and Gaza
03-29-2020,,,,Zambia,3/29/20 23:08,-13.133897,27.849332,29,0,0,29,Zambia
03-29-2020,,,,Zimbabwe,3/29/20 23:08,-19.015438,29.154857,7,1,0,6,Zimbabwe
03-30-2020,,,Alberta,Canada,3/30/20 22:58,53.9333,-116.5765,661,3,0,0,"Alberta, Canada"
03-30-2020,,,Anguilla,United Kingdom,3/30/20 22:52,18.2206,-63.0686,2,0,0,2,"Anguilla, United Kingdom"
03-30-2020,,,Anhui,China,3/8/20 5:19,31.8257,117.2264,990,6,984,0,"Anhui, China"
03-30-2020,,,Aruba,Netherlands,3/30/20 22:52,12.5211,-69.9683,50,0,1,49,"Aruba, Netherlands"
03-30-2020,,,Australian Capital Territory,Australia,3/30/20 22:58,-35.4735,149.0124,78,1,2,75,"Australian Capital Territory, Australia"
03-30-2020,,,Beijing,China,3/30/20 5:34,40.1824,116.4142,577,8,415,154,"Beijing, China"
03-30-2020,,,Bermuda,United Kingdom,3/30/20 22:52,32.3078,-64.7505,27,0,2,25,"Bermuda, United Kingdom"
03-30-2020,,,British Columbia,Canada,3/30/20 22:58,53.7267,-127.6476,970,19,0,0,"British Columbia, Canada"
03-30-2020,,,British Virgin Islands,United Kingdom,3/30/20 22:52,18.4207,-64.64,2,0,0,2,"British Virgin Islands, United Kingdom"
03-30-2020,,,Cayman Islands,United Kingdom,3/30/20 22:52,19.3133,-81.2546,12,1,0,11,"Cayman Islands, United Kingdom"
03-30-2020,,,Channel Islands,United Kingdom,3/30/20 22:52,49.3723,-2.3644,141,2,0,139,"Channel Islands, United Kingdom"
03-30-2020,,,Chongqing,China,3/29/20 0:14,30.0572,107.874,579,6,570,3,"Chongqing, China"
03-30-2020,,,Curacao,Netherlands,3/30/20 22:52,12.1696,-68.99,11,1,2,8,"Curacao, Netherlands"
03-30-2020,,,Diamond Princess,Canada,3/30/20 22:58,0,0,0,1,0,0,"Diamond Princess, Canada"
03-30-2020,,,Faroe Islands,Denmark,3/30/20 22:52,61.8926,-6.9118,168,0,70,98,"Faroe Islands, Denmark"
03-30-2020,,,French Guiana,France,3/30/20 22:52,4,-53,43,0,6,37,"French Guiana, France"
03-30-2020,,,French Polynesia,France,3/30/20 22:52,-17.6797,149.4068,36,0,0,36,"French Polynesia, France"
03-30-2020,,,Fujian,China,3/30/20 0:32,26.0789,117.9874,340,1,295,44,"Fujian, China"
03-30-2020,,,Gansu,China,3/29/20 14:25,37.8099,101.0583,138,2,125,11,"Gansu, China"
03-30-2020,,,Gibraltar,United Kingdom,3/30/20 22:52,36.1408,-5.3536,69,0,34,35,"Gibraltar, United Kingdom"
03-30-2020,,,Grand Princess,Canada,3/30/20 22:58,0,0,13,0,0,0,"Grand Princess, Canada"
03-30-2020,,,Greenland,Denmark,3/30/20 22:52,71.7069,-42.6043,10,0,2,8,"Greenland, Denmark"
03-30-2020,,,Guadeloupe,France,3/30/20 22:52,16.265,-61.551,106,4,17,85,"Guadeloupe, France"
03-30-2020,,,Guangdong,China,3/30/20 2:07,23.3417,113.4244,1484,8,1351,125,"Guangdong, China"
03-30-2020,,,Guangxi,China,3/20/20 4:33,23.8298,108.7881,254,2,250,2,"Guangxi, China"
03-30-2020,,,Guizhou,China,3/18/20 1:37,26.8154,106.8748,146,2,144,0,"Guizhou, China"
03-30-2020,,,Hainan,China,3/24/20 4:29,19.1959,109.7453,168,6,162,0,"Hainan, China"
03-30-2020,,,Hebei,China,3/30/20 2:07,39.549,116.1306,321,6,310,5,"Hebei, China"
03-30-2020,,,Heilongjiang,China,3/26/20 0:15,47.862,127.7615,484,13,469,2,"Heilongjiang, China"
03-30-2020,,,Henan,China,3/29/20 1:44,33.882,113.614,1276,22,1251,3,"Henan, China"
03-30-2020,,,Hong Kong,China,3/30/20 9:27,22.3,114.2,682,4,123,555,"Hong Kong, China"
03-30-2020,,,Hubei,China,3/30/20 12:30,30.9756,112.2707,67801,3186,62889,1726,"Hubei, China"
03-30-2020,,,Hunan,China,3/14/20 8:25,27.6104,111.7088,1018,4,1014,0,"Hunan, China"
03-30-2020,,,Inner Mongolia,China,3/30/20 0:06,44.0935,113.9448,97,1,74,22,"Inner Mongolia, China"
03-30-2020,,,Isle of Man,United Kingdom,3/30/20 22:52,54.2361,-4.5481,49,0,0,49,"Isle of Man, United Kingdom"
03-30-2020,,,Jiangsu,China,3/30/20 1:49,32.9711,119.455,645,0,631,14,"Jiangsu, China"
03-30-2020,,,Jiangxi,China,3/30/20 3:15,27.614,115.7221,937,1,935,1,"Jiangxi, China"
03-30-2020,,,Jilin,China,3/29/20 0:28,43.6661,126.1923,98,1,92,5,"Jilin, China"
03-30-2020,,,Liaoning,China,3/29/20 23:44,41.2956,122.6085,136,2,124,10,"Liaoning, China"
03-30-2020,,,Macau,China,3/30/20 2:07,22.1667,113.55,38,0,10,28,"Macau, China"
03-30-2020,,,Manitoba,Canada,3/30/20 22:58,53.7609,-98.8139,96,1,0,0,"Manitoba, Canada"
03-30-2020,,,Martinique,France,3/30/20 22:52,14.6415,-61.0242,93,1,0,92,"Martinique, France"
03-30-2020,,,Mayotte,France,3/30/20 22:52,-12.8275,45.166244,82,0,10,72,"Mayotte, France"
03-30-2020,,,Montserrat,United Kingdom,3/30/20 22:52,16.742498,-62.187366,5,0,0,5,"Montserrat, United Kingdom"
03-30-2020,,,New Brunswick,Canada,3/30/20 22:58,46.5653,-66.4619,68,0,0,0,"New Brunswick, Canada"
03-30-2020,,,New Caledonia,France,3/30/20 22:52,-20.904305,165.618042,15,0,0,15,"New Caledonia, France"
03-30-2020,,,New South Wales,Australia,3/30/20 22:58,-33.8688,151.2093,2032,8,4,2020,"New South Wales, Australia"
03-30-2020,,,Newfoundland and Labrador,Canada,3/30/20 22:58,53.1355,-57.6604,148,1,0,0,"Newfoundland and Labrador, Canada"
03-30-2020,,,Ningxia,China,3/16/20 8:47,37.2692,106.1655,75,0,75,0,"Ningxia, China"
03-30-2020,,,Northern Territory,Australia,3/30/20 22:58,-12.4634,130.8456,15,0,0,15,"Northern Territory, Australia"
03-30-2020,,,Northwest Territories,Canada,3/30/20 22:58,64.8255,-124.8457,1,0,0,0,",Northwest Territories,Canada"
03-30-2020,,,Nova Scotia,Canada,3/30/20 22:58,44.682,-63.7443,127,0,0,0,"Nova Scotia, Canada"
03-30-2020,,,Ontario,Canada,3/30/20 22:58,51.2538,-85.3232,1706,31,0,0,"Ontario, Canada"
03-30-2020,,,Prince Edward Island,Canada,3/30/20 22:58,46.5107,-63.4168,18,0,0,0,"Prince Edward Island, Canada"
03-30-2020,,,Qinghai,China,2/23/20 11:19,35.7452,95.9956,18,0,18,0,"Qinghai, China"
03-30-2020,,,Quebec,Canada,3/30/20 22:58,52.9399,-73.5491,3430,22,0,0,"Quebec, Canada"
03-30-2020,,,Queensland,Australia,3/30/20 22:58,-27.4698,153.0251,689,2,8,679,"Queensland, Australia"
03-30-2020,,,Recovered,Canada,3/30/20 22:58,0,0,0,0,466,0,"Recovered, Canada"
03-30-2020,,,Reunion,France,3/30/20 22:52,-21.1151,55.5364,224,0,1,223,"Reunion, France"
03-30-2020,,,Saint Barthelemy,France,3/30/20 22:52,17.9,-62.8333,6,0,1,5,"Saint Barthelemy, France"
03-30-2020,,,Saskatchewan,Canada,3/30/20 22:58,52.9399,-106.4509,156,2,0,0,"Saskatchewan, Canada"
03-30-2020,,,Shaanxi,China,3/26/20 2:14,35.1917,108.8701,253,3,242,8,"Shaanxi, China"
03-30-2020,,,Shandong,China,3/30/20 0:22,36.3427,118.1498,773,7,753,13,"Shandong, China"
03-30-2020,,,Shanghai,China,3/30/20 5:05,31.202,121.4491,498,5,338,155,"Shanghai, China"
03-30-2020,,,Shanxi,China,3/29/20 0:20,37.5777,112.2922,136,0,133,3,"Shanxi, China"
03-30-2020,,,Sichuan,China,3/30/20 1:09,30.6171,102.7103,550,3,536,11,"Sichuan, China"
03-30-2020,,,Sint Maarten,Netherlands,3/30/20 22:52,18.0425,-63.0548,6,0,0,6,"Sint Maarten, Netherlands"
03-30-2020,,,South Australia,Australia,3/30/20 22:58,-34.9285,138.6007,305,0,6,299,"South Australia, Australia"
03-30-2020,,,St Martin,France,3/30/20 22:52,18.0708,-63.0501,15,1,2,12,"St Martin, France"
03-30-2020,,,Tasmania,Australia,3/30/20 22:58,-42.8821,147.3272,66,0,5,61,"Tasmania, Australia"
03-30-2020,,,Tianjin,China,3/30/20 8:42,39.3054,117.323,174,3,133,38,"Tianjin, China"
03-30-2020,,,Tibet,China,2/23/20 11:19,31.6927,88.0924,1,0,1,0,"Tibet, China"
03-30-2020,,,Turks and Caicos Islands,United Kingdom,3/30/20 22:52,21.694,-71.7979,5,0,0,5,"Turks and Caicos Islands, United Kingdom"
03-30-2020,,,Victoria,Australia,3/30/20 22:58,-37.8136,144.9631,821,4,191,626,"Victoria, Australia"
03-30-2020,,,Western Australia,Australia,3/30/20 22:58,-31.9505,115.8605,355,2,41,312,"Western Australia, Australia"
03-30-2020,,,Xinjiang,China,3/8/20 5:31,41.1129,85.2401,76,3,73,0,"Xinjiang, China"
03-30-2020,,,Yukon,Canada,3/30/20 22:58,64.2823,-135,4,0,0,0,",Yukon,Canada"
03-30-2020,,,Yunnan,China,3/26/20 23:16,24.974,101.487,180,2,172,6,"Yunnan, China"
03-30-2020,,,Zhejiang,China,3/30/20 1:32,29.1832,120.0934,1255,1,1225,29,"Zhejiang, China"
03-30-2020,,,,Afghanistan,3/30/20 22:52,33.93911,67.709953,170,4,2,164,Afghanistan
03-30-2020,,,,Albania,3/30/20 22:52,41.1533,20.1683,223,11,44,168,Albania
03-30-2020,,,,Algeria,3/30/20 22:52,28.0339,1.6596,584,35,37,512,Algeria
03-30-2020,,,,Andorra,3/30/20 22:52,42.5063,1.5218,370,8,10,352,Andorra
03-30-2020,,,,Angola,3/30/20 22:52,-11.2027,17.8739,7,2,0,5,Angola
03-30-2020,,,,Antigua and Barbuda,3/30/20 22:52,17.0608,-61.7964,7,0,0,7,Antigua and Barbuda
03-30-2020,,,,Argentina,3/30/20 22:52,-38.4161,-63.6167,820,23,228,569,Argentina
03-30-2020,,,,Armenia,3/30/20 22:52,40.0691,45.0382,482,3,30,449,Armenia
03-30-2020,,,,Austria,3/30/20 22:52,47.5162,14.5501,9618,108,636,8874,Austria
03-30-2020,,,,Azerbaijan,3/30/20 22:52,40.1431,47.5769,273,4,26,243,Azerbaijan
03-30-2020,,,,Bahamas,3/30/20 22:52,25.025885,-78.035889,14,0,1,13,Bahamas
03-30-2020,,,,Bahrain,3/30/20 22:52,26.0275,50.55,515,4,279,232,Bahrain
03-30-2020,,,,Bangladesh,3/30/20 22:52,23.685,90.3563,49,5,19,25,Bangladesh
03-30-2020,,,,Barbados,3/30/20 22:52,13.1939,-59.5432,33,0,0,33,Barbados
03-30-2020,,,,Belarus,3/30/20 22:52,53.7098,27.9534,152,0,32,120,Belarus
03-30-2020,,,,Belgium,3/30/20 22:52,50.8333,4.469936,11899,513,1527,9859,Belgium
03-30-2020,,,,Belize,3/30/20 22:52,17.1899,-88.4976,3,0,0,3,",,Belize"
03-30-2020,,,,Benin,3/30/20 22:52,9.3077,2.3158,6,0,0,6,Benin
03-30-2020,,,,Bhutan,3/30/20 22:52,27.5142,90.4336,4,0,0,4,Bhutan
03-30-2020,,,,Bolivia,3/30/20 22:52,-16.2902,-63.5887,97,4,0,93,Bolivia
03-30-2020,,,,Bosnia and Herzegovina,3/30/20 22:52,43.9159,17.6791,368,10,17,341,Bosnia and Herzegovina
03-30-2020,,,,Botswana,3/30/20 22:52,-22.3285,24.6849,3,0,0,3,Botswana
03-30-2020,,,,Brazil,3/30/20 22:52,-14.235,-51.9253,4579,159,120,4300,Brazil
03-30-2020,,,,Brunei,3/30/20 22:52,4.5353,114.7277,127,1,38,88,Brunei
03-30-2020,,,,Bulgaria,3/30/20 22:52,42.7339,25.4858,359,8,17,334,Bulgaria
03-30-2020,,,,Burkina Faso,3/30/20 22:52,12.2383,-1.5616,246,12,31,203,Burkina Faso
03-30-2020,,,,Burma,3/30/20 22:52,21.9162,95.956,14,0,0,14,Burma
03-30-2020,,,,Cabo Verde,3/30/20 22:52,16.5388,-23.0418,6,1,0,5,Cabo Verde
03-30-2020,,,,Cambodia,3/30/20 22:52,11.55,104.9167,107,0,21,86,Cambodia
03-30-2020,,,,Cameroon,3/30/20 22:52,3.848,11.5021,139,6,5,128,Cameroon
03-30-2020,,,,Central African Republic,3/30/20 22:52,6.6111,20.9394,3,0,0,3,Central African Republic
03-30-2020,,,,Chad,3/30/20 22:52,15.4542,18.7322,5,0,0,5,Chad
03-30-2020,,,,Chile,3/30/20 22:52,-35.6751,-71.543,2449,8,156,2285,Chile
03-30-2020,,,,Colombia,3/30/20 22:52,4.5709,-74.2973,798,12,15,771,Colombia
03-30-2020,,,,Congo (Brazzaville),3/30/20 22:52,-4.2634,15.2832,19,0,0,19,Congo (Brazzaville)
03-30-2020,,,,Congo (Kinshasa),3/30/20 22:52,-4.322447,15.307045,81,8,2,71,Congo (Kinshasa)
03-30-2020,,,,Costa Rica,3/30/20 22:52,9.7489,-83.7534,330,2,4,324,Costa Rica
03-30-2020,,,,Cote d'Ivoire,3/30/20 22:52,7.54,-5.5471,168,1,6,161,Cote d'Ivoire
03-30-2020,,,,Croatia,3/30/20 22:52,45.1,15.2,790,6,67,717,Croatia
03-30-2020,,,,Cuba,3/30/20 22:52,21.521757,-77.781167,170,4,4,162,Cuba
03-30-2020,,,,Cyprus,3/30/20 22:52,35.1264,33.4299,230,7,22,201,Cyprus
03-30-2020,,,,Czechia,3/30/20 22:52,49.8175,15.473,3001,23,25,2953,Czechia
03-30-2020,,,,Denmark,3/30/20 22:52,56.2639,9.5018,2577,77,1,2499,Denmark
03-30-2020,,,,Diamond Princess,3/30/20 22:52,0,0,712,10,603,99,Diamond Princess
03-30-2020,,,,Djibouti,3/30/20 22:52,11.8251,42.5903,18,0,0,18,Djibouti
03-30-2020,,,,Dominica,3/30/20 22:52,15.415,-61.371,11,0,0,11,Dominica
03-30-2020,,,,Dominican Republic,3/30/20 22:52,18.7357,-70.1627,901,42,4,855,Dominican Republic
03-30-2020,,,,Ecuador,3/30/20 22:52,-1.8312,-78.1834,1962,60,3,1899,Ecuador
03-30-2020,,,,Egypt,3/30/20 22:52,26.820553,30.802498,656,41,150,465,Egypt
03-30-2020,,,,El Salvador,3/30/20 22:52,13.7942,-88.8965,30,0,0,30,El Salvador
03-30-2020,,,,Equatorial Guinea,3/30/20 22:52,1.6508,10.2679,12,0,0,12,Equatorial Guinea
03-30-2020,,,,Eritrea,3/30/20 22:52,15.1794,39.7823,12,0,0,12,Eritrea
03-30-2020,,,,Estonia,3/30/20 22:52,58.5953,25.0136,715,3,20,692,Estonia
03-30-2020,,,,Eswatini,3/30/20 22:52,-26.5225,31.4659,9,0,0,9,Eswatini
03-30-2020,,,,Ethiopia,3/30/20 22:52,9.145,40.4897,23,0,4,19,Ethiopia
03-30-2020,,,,Fiji,3/30/20 22:52,-17.7134,178.065,5,0,0,5,Fiji
03-30-2020,,,,Finland,3/30/20 22:52,61.92411,25.748151,1352,13,10,1329,Finland
03-30-2020,,,,France,3/30/20 22:52,46.2276,2.2137,44550,3024,7927,33599,France
03-30-2020,,,,Gabon,3/30/20 22:52,-0.8037,11.6094,7,1,0,6,Gabon
03-30-2020,,,,Gambia,3/30/20 22:52,13.4432,-15.3101,4,1,0,3,Gambia
03-30-2020,,,,Georgia,3/30/20 22:52,42.3154,43.3569,103,0,20,83,Georgia
03-30-2020,,,,Germany,3/30/20 22:52,51.165691,10.451526,66885,645,13500,52740,Germany
03-30-2020,,,,Ghana,3/30/20 22:52,7.9465,-1.0232,152,5,2,145,Ghana
03-30-2020,,,,Greece,3/30/20 22:52,39.0742,21.8243,1212,43,52,1117,Greece
03-30-2020,,,,Grenada,3/30/20 22:52,12.1165,-61.679,9,0,0,9,Grenada
03-30-2020,,,,Guatemala,3/30/20 22:52,15.7835,-90.2308,36,1,10,25,Guatemala
03-30-2020,,,,Guinea,3/30/20 22:52,9.9456,-9.6966,22,0,0,22,Guinea
03-30-2020,,,,Guinea-Bissau,3/30/20 22:52,11.8037,-15.1804,8,0,0,8,Guinea-Bissau
03-30-2020,,,,Guyana,3/30/20 22:52,4.860416,-58.93018,8,1,0,7,Guyana
03-30-2020,,,,Haiti,3/30/20 22:52,18.9712,-72.2852,15,0,1,14,Haiti
03-30-2020,,,,Holy See,3/30/20 22:52,41.9029,12.4534,6,0,0,6,Holy See
03-30-2020,,,,Honduras,3/30/20 22:52,15.2,-86.2419,139,7,3,129,Honduras
03-30-2020,,,,Hungary,3/30/20 22:52,47.1625,19.5033,447,15,34,398,Hungary
03-30-2020,,,,Iceland,3/30/20 22:52,64.9631,-19.0208,1086,2,157,927,Iceland
03-30-2020,,,,India,3/30/20 22:52,20.593684,78.96288,1251,32,102,1117,India
03-30-2020,,,,Indonesia,3/30/20 22:52,-0.7893,113.9213,1414,122,75,1217,Indonesia
03-30-2020,,,,Iran,3/30/20 22:52,32.427908,53.688046,41495,2757,13911,24827,Iran
03-30-2020,,,,Iraq,3/30/20 22:52,33.223191,43.679291,630,46,152,432,Iraq
03-30-2020,,,,Ireland,3/30/20 22:52,53.1424,-7.6921,2910,54,5,2851,Ireland
03-30-2020,,,,Israel,3/30/20 22:52,31.046051,34.851612,4695,16,161,4518,Israel
03-30-2020,,,,Italy,3/30/20 22:52,41.87194,12.56738,101739,11591,14620,75528,Italy
03-30-2020,,,,Jamaica,3/30/20 22:52,18.1096,-77.2975,36,1,2,33,Jamaica
03-30-2020,,,,Japan,3/30/20 22:52,36.204824,138.252924,1866,54,424,1388,Japan
03-30-2020,,,,Jordan,3/30/20 22:52,31.24,36.51,268,5,26,237,Jordan
03-30-2020,,,,Kazakhstan,3/30/20 22:52,48.0196,66.9237,302,1,21,280,Kazakhstan
03-30-2020,,,,Kenya,3/30/20 22:52,-0.0236,37.9062,50,1,1,48,Kenya
