FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key
,,,Liberia,2020-04-05 23:06:26,6.4280550000000005,-9.429499,13,3,3,7,Liberia
,,,Libya,2020-04-05 23:06:26,26.3351,17.228331,18,1,0,17,Libya
,,,Liechtenstein,2020-04-05 23:06:26,47.14,9.55,77,1,0,76,Liechtenstein
,,,Lithuania,2020-04-05 23:06:26,55.1694,23.8813,811,13,7,791,Lithuania
,,,Luxembourg,2020-04-05 23:06:26,49.8153,6.1296,2804,36,500,2268,Luxembourg
,,,MS Zaandam,2020-04-05 23:06:26,,,9,2,0,7,",,MS Zaandam"
,,,Madagascar,2020-04-05 23:06:26,-18.766947000000002,46.869107,72,0,2,70,Madagascar
,,,Malawi,2020-04-05 23:06:26,-13.254307999999998,34.301525,4,0,0,4,Malawi
,,,Malaysia,2020-04-05 23:06:26,4.210483999999999,101.97576600000001,3662,61,1005,2596,Malaysia
,,,Maldives,2020-04-05 23:06:26,3.2028,73.2207,19,0,13,6,Maldives
,,,Mali,2020-04-05 23:06:26,17.570692,-3.996166000000001,45,5,1,39,Mali
,,,Malta,2020-04-05 23:06:26,35.9375,14.3754,227,0,5,222,Malta
,,,Mauritania,2020-04-05 23:06:26,21.0079,-10.9408,6,1,2,3,",,Mauritania"
,,,Mauritius,2020-04-05 23:06:26,-20.348404000000002,57.552152,227,7,7,213,Mauritius
,,,Mexico,2020-04-05 23:06:26,23.6345,-102.5528,1890,79,633,1178,Mexico
,,,Moldova,2020-04-05 23:06:26,47.4116,28.3699,864,15,30,819,Moldova
,,,Monaco,2020-04-05 23:06:26,43.7333,7.4167,73,1,3,69,Monaco
,,,Mongolia,2020-04-05 23:06:26,46.8625,103.8467,14,0,2,12,Mongolia
,,,Montenegro,2020-04-05 23:06:26,42.708678000000006,19.37439,214,2,1,211,Montenegro
,,,Morocco,2020-04-05 23:06:26,31.7917,-7.0926,1021,70,76,875,Morocco
,,,Mozambique,2020-04-05 23:06:26,-18.665695,35.529562,10,0,1,9,Mozambique
,,,Namibia,2020-04-05 23:06:26,-22.9576,18.4904,16,0,3,13,Namibia
,,,Nepal,2020-04-05 23:06:26,28.1667,84.25,9,0,1,8,Nepal
,,,Netherlands,2020-04-05 23:06:26,52.1326,5.2913,17851,1766,250,15835,Netherlands
,,,New Zealand,2020-04-05 23:06:26,-40.9006,174.886,1039,1,156,882,New Zealand
,,,Nicaragua,2020-04-05 23:06:26,12.865416,-85.207229,6,1,0,5,Nicaragua
,,,Niger,2020-04-05 23:06:26,17.607789,8.081666,184,10,13,161,Niger
,,,Nigeria,2020-04-05 23:06:26,9.082,8.6753,232,5,33,194,Nigeria
,,,North Macedonia,2020-04-05 23:06:26,41.6086,21.7453,555,18,23,514,North Macedonia
,,,Norway,2020-04-05 23:06:26,60.472,8.4689,5687,71,32,5584,Norway
,,,Oman,2020-04-05 23:06:26,21.512583,55.92325500000001,298,2,61,235,Oman
,,,Pakistan,2020-04-05 23:06:26,30.3753,69.3451,3157,47,211,2899,Pakistan
,,,Panama,2020-04-05 23:06:26,8.538,-80.7821,1801,46,13,1742,Panama
,,,Papua New Guinea,2020-04-05 23:06:26,-6.314993,143.95555,1,0,0,1,Papua New Guinea
,,,Paraguay,2020-04-05 23:06:26,-23.4425,-58.4438,104,3,12,89,Paraguay
,,,Peru,2020-04-05 23:06:26,-9.19,-75.0152,2281,83,989,1209,Peru
,,,Philippines,2020-04-05 23:06:26,12.879721,121.77401699999999,3246,152,64,3030,Philippines
,,,Poland,2020-04-05 23:06:26,51.9194,19.1451,4102,94,134,3874,Poland
,,,Portugal,2020-04-05 23:06:26,39.3999,-8.2245,11278,295,75,10908,Portugal
,,,Qatar,2020-04-05 23:06:26,25.3548,51.1839,1604,4,123,1477,Qatar
,,,Romania,2020-04-05 23:06:26,45.9432,24.9668,3864,151,374,3339,Romania
,,,Russia,2020-04-05 23:06:26,61.52401,105.31875600000001,5389,45,355,4989,Russia
,,,Rwanda,2020-04-05 23:06:26,-1.9403,29.8739,104,0,4,100,Rwanda
,,,Saint Kitts and Nevis,2020-04-05 23:06:26,17.357822,-62.782998,10,0,0,10,Saint Kitts and Nevis
,,,Saint Lucia,2020-04-05 23:06:26,13.9094,-60.9789,14,0,1,13,Saint Lucia
,,,Saint Vincent and the Grenadines,2020-04-05 23:06:26,12.9843,-61.2872,7,0,1,6,Saint Vincent and the Grenadines
,,,San Marino,2020-04-05 23:06:26,43.9424,12.4578,266,32,35,199,San Marino
,,,Saudi Arabia,2020-04-05 23:06:26,23.885942,45.079162,2402,34,488,1880,Saudi Arabia
,,,Senegal,2020-04-05 23:06:26,14.4974,-14.4524,222,2,82,138,Senegal
,,,Serbia,2020-04-05 23:06:26,44.0165,21.0059,1908,51,0,1857,Serbia
,,,Seychelles,2020-04-05 23:06:26,-4.6796,55.492,10,0,0,10,Seychelles
,,,Sierra Leone,2020-04-05 23:06:26,8.460555000000001,-11.779889,6,0,0,6,Sierra Leone
,,,Singapore,2020-04-05 23:06:26,1.2833,103.8333,1309,6,320,983,Singapore
,,,Slovakia,2020-04-05 23:06:26,48.669,19.699,485,1,10,474,Slovakia
,,,Slovenia,2020-04-05 23:06:26,46.1512,14.9955,997,28,79,890,Slovenia
,,,Somalia,2020-04-05 23:06:26,5.152149,46.199616,7,0,1,6,Somalia
,,,South Africa,2020-04-05 23:06:26,-30.5595,22.9375,1655,11,95,1549,South Africa
,,,South Sudan,2020-04-05 23:06:26,6.8770000000000024,31.307,1,0,0,1,South Sudan
,,,Spain,2020-04-05 23:06:26,40.463667,-3.7492199999999998,131646,12641,38080,80925,Spain
,,,Sri Lanka,2020-04-05 23:06:26,7.873054,80.77179699999998,176,5,33,138,Sri Lanka
,,,Sudan,2020-04-05 23:06:26,12.8628,30.2176,12,2,2,8,Sudan
,,,Suriname,2020-04-05 23:06:26,3.9193,-56.0278,10,1,0,9,Suriname
,,,Sweden,2020-04-05 23:06:26,60.128161,18.643501,6830,401,205,6224,Sweden
,,,Switzerland,2020-04-05 23:06:26,46.8182,8.2275,21100,715,6415,13970,Switzerland
,,,Syria,2020-04-05 23:06:26,34.802075,38.99681500000001,19,2,2,15,Syria
,,,Taiwan*,2020-04-05 10:54:07,23.7,121.0,363,5,50,308,Taiwan*
,,,Tanzania,2020-04-05 23:06:26,-6.369028,34.888822,22,1,3,18,Tanzania
,,,Thailand,2020-04-05 23:06:26,15.870032,100.992541,2169,23,793,1353,Thailand
,,,Timor-Leste,2020-04-05 23:06:26,-8.874217,125.727539,1,0,0,1,Timor-Leste
,,,Togo,2020-04-05 23:06:26,8.6195,0.8248,44,3,20,21,Togo
,,,Trinidad and Tobago,2020-04-05 23:06:26,10.6918,-61.2225,104,7,1,96,Trinidad and Tobago
,,,Tunisia,2020-04-05 23:06:26,33.886917,9.537499,574,22,5,547,Tunisia
,,,Turkey,2020-04-05 23:06:26,38.9637,35.2433,27069,574,1042,25453,Turkey
,,,Uganda,2020-04-05 23:06:26,1.373333,32.290275,52,0,0,52,Uganda
,,,Ukraine,2020-04-05 23:06:26,48.3794,31.1656,1308,37,28,1243,Ukraine
,,,United Arab Emirates,2020-04-05 23:06:26,23.424076,53.847818000000004,1799,10,144,1645,United Arab Emirates
,,,United Kingdom,2020-04-05 23:06:26,55.3781,-3.4360000000000004,47806,4934,135,42737,United Kingdom
,,,Uruguay,2020-04-05 23:06:26,-32.5228,-55.7658,400,5,93,302,Uruguay
,,,Uzbekistan,2020-04-05 23:06:26,41.377491,64.585262,342,2,30,310,Uzbekistan
,,,Venezuela,2020-04-05 23:06:26,6.4238,-66.5897,159,7,52,100,Venezuela
,,,Vietnam,2020-04-05 23:06:26,14.058323999999999,108.277199,241,0,90,151,Vietnam
,,,West Bank and Gaza,2020-04-05 23:06:26,31.9522,35.2332,237,1,25,211,West Bank and Gaza
,,,Western Sahara,2020-04-05 23:06:26,24.2155,-12.8858,4,0,0,4,",,Western Sahara"
,,,Zambia,2020-04-05 23:06:26,-13.133897,27.849332,39,1,3,35,Zambia
,,,Zimbabwe,2020-04-05 23:06:26,-19.015438,29.154857,9,1,0,8,Zimbabwe
,,Alberta,Canada,4/6/20 23:28,53.9333,-116.5765,1250,23,0,0,"Alberta, Canada"
,,Anguilla,United Kingdom,4/6/20 23:21,18.2206,-63.0686,3,0,0,3,"Anguilla, United Kingdom"
,,Anhui,China,3/8/20 5:19,31.8257,117.2264,990,6,984,0,"Anhui, China"
,,Aruba,Netherlands,4/6/20 23:21,12.5211,-69.9683,71,0,2,69,"Aruba, Netherlands"
,,Australian Capital Territory,Australia,4/6/20 23:28,-35.4735,149.0124,96,2,40,54,"Australian Capital Territory, Australia"
,,Beijing,China,4/6/20 1:14,40.1824,116.4142,587,8,443,136,"Beijing, China"
,,Bermuda,United Kingdom,4/6/20 23:21,32.3078,-64.7505,39,2,17,20,"Bermuda, United Kingdom"
,,"Bonaire, Sint Eustatius and Saba",Netherlands,4/6/20 23:21,12.1784,-68.2385,2,0,0,2,"Bonaire, Sint Eustatius and Saba, Netherlands"
,,British Columbia,Canada,4/6/20 23:28,53.7267,-127.6476,1266,38,0,0,"British Columbia, Canada"
,,British Virgin Islands,United Kingdom,4/6/20 23:21,18.4207,-64.64,3,0,0,3,"British Virgin Islands, United Kingdom"
,,Cayman Islands,United Kingdom,4/6/20 23:21,19.3133,-81.2546,39,1,1,37,"Cayman Islands, United Kingdom"
,,Channel Islands,United Kingdom,4/6/20 23:21,49.3723,-2.3644,323,7,27,289,"Channel Islands, United Kingdom"
,,Chongqing,China,3/29/20 0:14,30.0572,107.874,579,6,570,3,"Chongqing, China"
,,Curacao,Netherlands,4/6/20 23:21,12.1696,-68.99,13,1,5,7,"Curacao, Netherlands"
,,Diamond Princess,Canada,4/6/20 23:28,,,0,1,0,0,"Diamond Princess, Canada"
,,Falkland Islands (Islas Malvinas),United Kingdom,4/6/20 23:21,-51.7963,-59.5236,2,0,0,2,"Falkland Islands (Islas Malvinas), United Kingdom"
,,Faroe Islands,Denmark,4/6/20 23:21,61.8926,-6.9118,183,0,107,76,"Faroe Islands, Denmark"
,,French Guiana,France,4/6/20 23:21,4,-53,72,0,34,38,"French Guiana, France"
,,French Polynesia,France,4/6/20 23:21,-17.6797,-149.4068,42,0,0,42,"French Polynesia, France"
,,Fujian,China,4/6/20 1:14,26.0789,117.9874,350,1,305,44,"Fujian, China"
,,Gansu,China,4/6/20 2:36,37.8099,101.0583,139,2,132,5,"Gansu, China"
,,Gibraltar,United Kingdom,4/6/20 23:21,36.1408,-5.3536,109,0,52,57,"Gibraltar, United Kingdom"
,,Grand Princess,Canada,4/6/20 23:28,,,13,0,0,0,"Grand Princess, Canada"
,,Greenland,Denmark,4/6/20 23:21,71.7069,-42.6043,11,0,4,7,"Greenland, Denmark"
,,Guadeloupe,France,4/6/20 23:21,16.265,-61.551,135,7,31,97,"Guadeloupe, France"
,,Guangdong,China,4/6/20 2:17,23.3417,113.4244,1532,8,1395,129,"Guangdong, China"
,,Guangxi,China,4/2/20 0:16,23.8298,108.7881,254,2,252,0,"Guangxi, China"
,,Guizhou,China,3/18/20 1:37,26.8154,106.8748,146,2,144,0,"Guizhou, China"
,,Hainan,China,3/24/20 4:19,19.1959,109.7453,168,6,162,0,"Hainan, China"
,,Hebei,China,4/5/20 1:06,39.549,116.1306,327,6,310,11,"Hebei, China"
,,Heilongjiang,China,4/6/20 0:42,47.862,127.7615,524,13,469,42,"Heilongjiang, China"
,,Henan,China,4/6/20 0:42,33.882,113.614,1276,22,1252,2,"Henan, China"
,,Hong Kong,China,4/6/20 9:37,22.3,114.2,914,4,216,694,"Hong Kong, China"
,,Hubei,China,4/6/20 2:21,30.9756,112.2707,67803,3212,64014,577,"Hubei, China"
,,Hunan,China,4/2/20 1:30,27.6104,111.7088,1019,4,1014,1,"Hunan, China"
,,Inner Mongolia,China,4/6/20 0:42,44.0935,113.9448,118,1,74,43,"Inner Mongolia, China"
,,Isle of Man,United Kingdom,4/6/20 23:21,54.2361,-4.5481,139,1,55,83,"Isle of Man, United Kingdom"
,,Jiangsu,China,4/5/20 1:33,32.9711,119.455,651,0,633,18,"Jiangsu, China"
,,Jiangxi,China,3/30/20 3:15,27.614,115.7221,937,1,935,1,"Jiangxi, China"
,,Jilin,China,3/29/20 0:28,43.6661,126.1923,98,1,92,5,"Jilin, China"
,,Liaoning,China,4/6/20 0:42,41.2956,122.6085,142,2,128,12,"Liaoning, China"
,,Macau,China,4/5/20 2:24,22.1667,113.55,44,0,10,34,"Macau, China"
,,Manitoba,Canada,4/6/20 23:28,53.7609,-98.8139,203,2,0,0,"Manitoba, Canada"
,,Martinique,France,4/6/20 23:21,14.6415,-61.0242,151,4,50,97,"Martinique, France"
,,Mayotte,France,4/6/20 23:21,-12.8275,45.166244,147,2,14,131,"Mayotte, France"
,,Montserrat,United Kingdom,4/6/20 23:21,16.742498,-62.187366,6,0,0,6,"Montserrat, United Kingdom"
,,New Brunswick,Canada,4/6/20 23:28,46.5653,-66.4619,103,0,0,0,"New Brunswick, Canada"
,,New Caledonia,France,4/6/20 23:21,-20.904305,165.618042,18,0,1,17,"New Caledonia, France"
,,New South Wales,Australia,4/6/20 23:28,-33.8688,151.2093,2637,18,4,2615,"New South Wales, Australia"
,,Newfoundland and Labrador,Canada,4/6/20 23:28,53.1355,-57.6604,226,1,0,0,"Newfoundland and Labrador, Canada"
,,Ningxia,China,3/16/20 8:47,37.2692,106.1655,75,0,75,0,"Ningxia, China"
,,Northern Territory,Australia,4/6/20 23:28,-12.4634,130.8456,28,0,2,26,"Northern Territory, Australia"
,,Northwest Territories,Canada,4/6/20 23:28,64.8255,-124.8457,5,0,0,0,",Northwest Territories,Canada"
,,Nova Scotia,Canada,4/6/20 23:28,44.682,-63.7443,293,0,0,0,"Nova Scotia, Canada"
,,Ontario,Canada,4/6/20 23:28,51.2538,-85.3232,4347,150,0,0,"Ontario, Canada"
,,Prince Edward Island,Canada,4/6/20 23:28,46.5107,-63.4168,22,0,0,0,"Prince Edward Island, Canada"
,,Qinghai,China,2/23/20 11:19,35.7452,95.9956,18,0,18,0,"Qinghai, China"
,,Quebec,Canada,4/6/20 23:28,52.9399,-73.5491,8580,121,0,0,"Quebec, Canada"
,,Queensland,Australia,4/6/20 23:28,-27.4698,153.0251,921,4,173,744,"Queensland, Australia"
,,Recovered,Canada,4/6/20 23:28,,,0,0,3256,0,"Recovered, Canada"
,,Reunion,France,4/6/20 23:21,-21.1151,55.5364,349,0,40,309,"Reunion, France"
,,Saint Barthelemy,France,4/6/20 23:21,17.9,-62.8333,6,0,1,5,"Saint Barthelemy, France"
,,Saint Pierre and Miquelon,France,4/6/20 23:21,46.8852,-56.3159,1,0,0,1,"Saint Pierre and Miquelon, France"
,,Saskatchewan,Canada,4/6/20 23:28,52.9399,-106.4509,249,3,0,0,"Saskatchewan, Canada"
,,Shaanxi,China,4/6/20 1:14,35.1917,108.8701,256,3,246,7,"Shaanxi, China"
,,Shandong,China,4/6/20 0:42,36.3427,118.1498,780,7,755,18,"Shandong, China"
,,Shanghai,China,4/6/20 5:30,31.202,121.4491,536,6,389,141,"Shanghai, China"
,,Shanxi,China,4/5/20 0:58,37.5777,112.2922,138,0,133,5,"Shanxi, China"
,,Sichuan,China,4/6/20 1:14,30.6171,102.7103,559,3,540,16,"Sichuan, China"
,,Sint Maarten,Netherlands,4/6/20 23:21,18.0425,-63.0548,37,6,1,30,"Sint Maarten, Netherlands"
,,South Australia,Australia,4/6/20 23:28,-34.9285,138.6007,411,0,53,358,"South Australia, Australia"
,,St Martin,France,4/6/20 23:21,18.0708,-63.0501,32,2,7,23,"St Martin, France"
,,Tasmania,Australia,4/6/20 23:28,-42.8821,147.3272,86,2,26,58,"Tasmania, Australia"
,,Tianjin,China,4/4/20 14:03,39.3054,117.323,180,3,144,33,"Tianjin, China"
,,Tibet,China,2/23/20 11:19,31.6927,88.0924,1,0,1,0,"Tibet, China"
,,Turks and Caicos Islands,United Kingdom,4/6/20 23:21,21.694,-71.7979,8,1,0,7,"Turks and Caicos Islands, United Kingdom"
,,Victoria,Australia,4/6/20 23:28,-37.8136,144.9631,1158,10,620,528,"Victoria, Australia"
,,Western Australia,Australia,4/6/20 23:28,-31.9505,115.8605,460,4,162,294,"Western Australia, Australia"
,,Xinjiang,China,3/8/20 5:31,41.1129,85.2401,76,3,73,0,"Xinjiang, China"
,,Yukon,Canada,4/6/20 23:28,64.2823,-135,6,0,0,0,",Yukon,Canada"
,,Yunnan,China,4/2/20 23:33,24.974,101.487,184,2,172,10,"Yunnan, China"
,,Zhejiang,China,4/6/20 2:17,29.1832,120.0934,1264,1,1230,33,"Zhejiang, China"
,,,Afghanistan,4/6/20 23:21,33.93911,67.709953,367,11,18,338,Afghanistan
,,,Albania,4/6/20 23:21,41.1533,20.1683,377,21,116,240,Albania
,,,Algeria,4/6/20 23:21,28.0339,1.6596,1423,173,90,1160,Algeria
,,,Andorra,4/6/20 23:21,42.5063,1.5218,525,21,31,473,Andorra
,,,Angola,4/6/20 23:21,-11.2027,17.8739,16,2,2,12,Angola
,,,Antigua and Barbuda,4/6/20 23:21,17.0608,-61.7964,15,0,0,15,Antigua and Barbuda
,,,Argentina,4/6/20 23:21,-38.4161,-63.6167,1554,48,325,1181,Argentina
,,,Armenia,4/6/20 23:21,40.0691,45.0382,833,8,62,763,Armenia
,,,Austria,4/6/20 23:21,47.5162,14.5501,12297,220,3463,8614,Austria
,,,Azerbaijan,4/6/20 23:21,40.1431,47.5769,641,7,44,590,Azerbaijan
,,,Bahamas,4/6/20 23:21,25.025885,-78.035889,29,5,4,20,Bahamas
,,,Bahrain,4/6/20 23:21,26.0275,50.55,756,4,458,294,Bahrain
,,,Bangladesh,4/6/20 23:21,23.685,90.3563,123,12,33,78,Bangladesh
,,,Barbados,4/6/20 23:21,13.1939,-59.5432,60,2,6,52,Barbados
,,,Belarus,4/6/20 23:21,53.7098,27.9534,700,13,53,634,Belarus
,,,Belgium,4/6/20 23:21,50.8333,4.469936,20814,1632,3986,15196,Belgium
,,,Belize,4/6/20 23:21,17.1899,-88.4976,7,1,0,6,",,Belize"
,,,Benin,4/6/20 23:21,9.3077,2.3158,26,1,5,20,Benin
,,,Bhutan,4/6/20 23:21,27.5142,90.4336,5,0,2,3,Bhutan
,,,Bolivia,4/6/20 23:21,-16.2902,-63.5887,183,11,2,170,Bolivia
,,,Bosnia and Herzegovina,4/6/20 23:21,43.9159,17.6791,674,29,47,598,Bosnia and Herzegovina
,,,Botswana,4/6/20 23:21,-22.3285,24.6849,6,1,0,5,Botswana
,,,Brazil,4/6/20 23:21,-14.235,-51.9253,12161,564,127,11470,Brazil
,,,Brunei,4/6/20 23:21,4.5353,114.7277,135,1,82,52,Brunei
,,,Bulgaria,4/6/20 23:21,42.7339,25.4858,549,22,39,488,Bulgaria
,,,Burkina Faso,4/6/20 23:21,12.2383,-1.5616,364,18,108,238,Burkina Faso
,,,Burma,4/6/20 23:21,21.9162,95.956,22,1,0,21,Burma
,,,Burundi,4/6/20 23:21,-3.3731,29.9189,3,0,0,3,Burundi
,,,Cabo Verde,4/6/20 23:21,16.5388,-23.0418,7,1,1,5,Cabo Verde
,,,Cambodia,4/6/20 23:21,11.55,104.9167,114,0,53,61,Cambodia
,,,Cameroon,4/6/20 23:21,3.848,11.5021,658,9,17,632,Cameroon
,,,Central African Republic,4/6/20 23:21,6.6111,20.9394,8,0,0,8,Central African Republic
,,,Chad,4/6/20 23:21,15.4542,18.7322,9,0,0,9,Chad
,,,Chile,4/6/20 23:21,-35.6751,-71.543,4815,37,728,4050,Chile
,,,Colombia,4/6/20 23:21,4.5709,-74.2973,1579,46,88,1445,Colombia
,,,Congo (Brazzaville),4/6/20 23:21,-4.2634,15.2832,45,5,2,38,Congo (Brazzaville)
,,,Congo (Kinshasa),4/6/20 23:21,-4.322447,15.307045,161,18,5,138,Congo (Kinshasa)
,,,Costa Rica,4/6/20 23:21,9.7489,-83.7534,467,2,18,447,Costa Rica
,,,Cote d'Ivoire,4/6/20 23:21,7.54,-5.5471,323,3,41,279,Cote d'Ivoire
,,,Croatia,4/6/20 23:21,45.1,15.2,1222,16,130,1076,Croatia
,,,Cuba,4/6/20 23:21,21.521757,-77.781167,350,9,18,323,Cuba
,,,Cyprus,4/6/20 23:21,35.1264,33.4299,465,9,45,411,Cyprus
,,,Czechia,4/6/20 23:21,49.8175,15.473,4822,78,121,4623,Czechia
,,,Denmark,4/6/20 23:21,56.2639,9.5018,4681,187,1378,3116,Denmark
,,,Diamond Princess,4/6/20 23:21,,,712,11,619,82,Diamond Princess
,,,Djibouti,4/6/20 23:21,11.8251,42.5903,90,0,9,81,Djibouti
,,,Dominica,4/6/20 23:21,15.415,-61.371,15,0,1,14,Dominica
,,,Dominican Republic,4/6/20 23:21,18.7357,-70.1627,1828,86,33,1709,Dominican Republic
,,,Ecuador,4/6/20 23:21,-1.8312,-78.1834,3747,191,100,3456,Ecuador
,,,Egypt,4/6/20 23:21,26.820553,30.802498,1322,85,259,978,Egypt
,,,El Salvador,4/6/20 23:21,13.7942,-88.8965,69,4,5,60,El Salvador
,,,Equatorial Guinea,4/6/20 23:21,1.6508,10.2679,16,0,3,13,Equatorial Guinea
,,,Eritrea,4/6/20 23:21,15.1794,39.7823,31,0,0,31,Eritrea
,,,Estonia,4/6/20 23:21,58.5953,25.0136,1108,19,62,1027,Estonia
,,,Eswatini,4/6/20 23:21,-26.5225,31.4659,10,0,4,6,Eswatini
,,,Ethiopia,4/6/20 23:21,9.145,40.4897,44,2,4,38,Ethiopia
,,,Fiji,4/6/20 23:21,-17.7134,178.065,14,0,0,14,Fiji
,,,Finland,4/6/20 23:21,61.92411,25.748151,2176,27,300,1849,Finland
,,,France,4/6/20 23:21,46.2276,2.2137,98010,8911,17250,71849,France
,,,Gabon,4/6/20 23:21,-0.8037,11.6094,24,1,1,22,Gabon
,,,Gambia,4/6/20 23:21,13.4432,-15.3101,4,1,2,1,Gambia
,,,Georgia,4/6/20 23:21,42.3154,43.3569,188,2,39,147,Georgia
,,,Germany,4/6/20 23:21,51.165691,10.451526,103374,1810,28700,72864,Germany
,,,Ghana,4/6/20 23:21,7.9465,-1.0232,214,5,31,178,Ghana
,,,Greece,4/6/20 23:21,39.0742,21.8243,1755,79,269,1407,Greece
,,,Grenada,4/6/20 23:21,12.1165,-61.679,12,0,0,12,Grenada
,,,Guatemala,4/6/20 23:21,15.7835,-90.2308,70,3,15,52,Guatemala
,,,Guinea,4/6/20 23:21,9.9456,-9.6966,128,0,5,123,Guinea
,,,Guinea-Bissau,4/6/20 23:21,11.8037,-15.1804,18,0,0,18,Guinea-Bissau
,,,Guyana,4/6/20 23:21,4.860416,-58.93018,31,4,8,19,Guyana
,,,Haiti,4/6/20 23:21,18.9712,-72.2852,24,1,0,23,Haiti
,,,Holy See,4/6/20 23:21,41.9029,12.4534,7,0,0,7,Holy See
,,,Honduras,4/6/20 23:21,15.2,-86.2419,298,22,6,270,Honduras
,,,Hungary,4/6/20 23:21,47.1625,19.5033,744,38,67,639,Hungary
,,,Iceland,4/6/20 23:21,64.9631,-19.0208,1562,6,460,1096,Iceland
,,,India,4/6/20 23:21,20.593684,78.96288,4778,136,375,4267,India
,,,Indonesia,4/6/20 23:21,-0.7893,113.9213,2491,209,192,2090,Indonesia
,,,Iran,4/6/20 23:21,32.427908,53.688046,60500,3739,24236,32525,Iran
,,,Iraq,4/6/20 23:21,33.223191,43.679291,1031,64,344,623,Iraq
,,,Ireland,4/6/20 23:21,53.1424,-7.6921,5364,174,25,5165,Ireland
,,,Israel,4/6/20 23:21,31.046051,34.851612,8904,57,585,8262,Israel
,,,Italy,4/6/20 23:21,41.87194,12.56738,132547,16523,22837,93187,Italy
,,,Jamaica,4/6/20 23:21,18.1096,-77.2975,58,3,8,47,Jamaica
,,,Japan,4/6/20 23:21,36.204824,138.252924,3654,85,575,2994,Japan
,,,Jordan,4/6/20 23:21,31.24,36.51,349,6,126,217,Jordan
,,,Kazakhstan,4/6/20 23:21,48.0196,66.9237,662,6,46,610,Kazakhstan
,,,Kenya,4/6/20 23:21,-0.0236,37.9062,158,6,4,148,Kenya
,,,"Korea, South",4/6/20 23:21,35.907757,127.766922,10284,186,6598,3500,"Korea, South"
,,,Kosovo,4/6/20 23:21,42.602636,20.902977,145,1,23,121,Kosovo
,,,Kuwait,4/6/20 23:21,29.31166,47.481766,665,1,103,561,Kuwait
,,,Kyrgyzstan,4/6/20 23:21,41.20438,74.766098,216,4,33,179,Kyrgyzstan
,,,Laos,4/6/20 23:21,19.85627,102.495496,12,0,0,12,Laos
,,,Latvia,4/6/20 23:21,56.8796,24.6032,542,1,16,525,Latvia
,,,Lebanon,4/6/20 23:21,33.8547,35.8623,541,19,60,462,Lebanon
,,,Liberia,4/6/20 23:21,6.428055,-9.429499,14,3,3,8,Liberia
,,,Libya,4/6/20 23:21,26.3351,17.228331,19,1,1,17,Libya
,,,Liechtenstein,4/6/20 23:21,47.14,9.55,77,1,55,21,Liechtenstein
,,,Lithuania,4/6/20 23:21,55.1694,23.8813,843,15,8,820,Lithuania
,,,Luxembourg,4/6/20 23:21,49.8153,6.1296,2843,41,500,2302,Luxembourg
,,,MS Zaandam,4/6/20 23:21,,,9,2,0,7,",,MS Zaandam"
,,,Madagascar,4/6/20 23:21,-18.766947,46.869107,82,0,2,80,Madagascar
,,,Malawi,4/6/20 23:21,-13.254308,34.301525,5,0,0,5,Malawi
,,,Malaysia,4/6/20 23:21,4.210484,101.975766,3793,62,1241,2490,Malaysia
,,,Maldives,4/6/20 23:21,3.2028,73.2207,19,0,13,6,Maldives
,,,Mali,4/6/20 23:21,17.570692,-3.996166,47,5,9,33,Mali
,,,Malta,4/6/20 23:21,35.9375,14.3754,241,0,5,236,Malta
,,,Mauritania,4/6/20 23:21,21.0079,-10.9408,6,1,2,3,",,Mauritania"
,,,Mauritius,4/6/20 23:21,-20.348404,57.552152,244,7,7,230,Mauritius
,,,Mexico,4/6/20 23:21,23.6345,-102.5528,2143,94,633,1416,Mexico
,,,Moldova,4/6/20 23:21,47.4116,28.3699,965,19,37,909,Moldova
,,,Monaco,4/6/20 23:21,43.7333,7.4167,77,1,4,72,Monaco
,,,Mongolia,4/6/20 23:21,46.8625,103.8467,15,0,2,13,Mongolia
,,,Montenegro,4/6/20 23:21,42.708678,19.37439,233,2,1,230,Montenegro
,,,Morocco,4/6/20 23:21,31.7917,-7.0926,1120,80,81,959,Morocco
,,,Mozambique,4/6/20 23:21,-18.665695,35.529562,10,0,1,9,Mozambique
,,,Namibia,4/6/20 23:21,-22.9576,18.4904,16,0,3,13,Namibia
,,,Nepal,4/6/20 23:21,28.1667,84.25,9,0,1,8,Nepal
,,,Netherlands,4/6/20 23:21,52.1326,5.2913,18803,1867,250,16686,Netherlands
,,,New Zealand,4/6/20 23:21,-40.9006,174.886,1106,1,176,929,New Zealand
,,,Nicaragua,4/6/20 23:21,12.865416,-85.207229,6,1,0,5,Nicaragua
,,,Niger,4/6/20 23:21,17.607789,8.081666,253,10,26,217,Niger
,,,Nigeria,4/6/20 23:21,9.082,8.6753,238,5,35,198,Nigeria
,,,North Macedonia,4/6/20 23:21,41.6086,21.7453,570,23,30,517,North Macedonia
,,,Norway,4/6/20 23:21,60.472,8.4689,5865,76,32,5757,Norway
,,,Oman,4/6/20 23:21,21.512583,55.923255,331,2,61,268,Oman
,,,Pakistan,4/6/20 23:21,30.3753,69.3451,3766,53,259,3454,Pakistan
,,,Panama,4/6/20 23:21,8.538,-80.7821,1988,54,13,1921,Panama
,,,Papua New Guinea,4/6/20 23:21,-6.314993,143.95555,2,0,0,2,Papua New Guinea
